,id,name
6729,FC.XPD.ADMN.CR,General administration function expenditure (in IDR)
6730,FC.XPD.AGR.CR,Agriculture function expenditure (in IDR)
6731,FC.XPD.ECON.CR,Economy function expenditure (in IDR)
6732,FC.XPD.EDU.CR,Education function expenditure (in IDR)
6733,FC.XPD.ENVR.CR,Environment function expenditure (in IDR)
6734,FC.XPD.HE.CR,Health function expenditure (in IDR)
6735,FC.XPD.HOUS.CR,Housing and public facilities function expenditure (in IDR)
6736,FC.XPD.INFR.CR,Infrastructure function expenditure (in IDR)
6737,FC.XPD.PROT.CR,Social protection function expenditure (in IDR)
6738,FC.XPD.PUBL.CR,"Public, law and order function expenditure (in IDR)"
6739,FC.XPD.RELG.CR,Religious function expenditure (in IDR)
6740,FC.XPD.TOUR.CR,Tourism and culture function expenditure (in IDR)
6741,FD.AST.PRVT.GD.ZS,Domestic credit to private sector by banks (% of GDP)
6742,FD.RES.LIQU.AS.ZS,Bank liquid reserves to bank assets ratio (%)
6743,FI.RES.GOLD.CD,Gold Holdings at London market price (US$ end period)
6744,FI.RES.GOLD.CD.WB,"Gold, valued at year-end London prices (current US$)"
6745,FI.RES.TOTL.CD,"Total reserves (includes gold, current US$)"
6746,FI.RES.TOTL.CD.WB,Total reserves including gold valued at London gold price (current US$)
6747,FI.RES.TOTL.CD.ZS,Total reserves includes gold (% of GDP)
6748,FI.RES.TOTL.DT.ZS,Total reserves (% of total external debt)
6749,FI.RES.TOTL.MO,Total reserves in months of imports
6750,FI.RES.TOTL.MO.WB,Total reserves in months of imports of goods and services
6751,FI.RES.XGLD.CD,Total reserves minus gold (current US$)
6752,FM.ASC.DOMO.CN,"Claims on private sector, flow (current LCU)"
6753,FM.ASC.DOMS.CN,"Net domestic credit, flow (current LCU)"
6754,FM.ASC.DOMS.ZS,Net domestic credit as % of M2 (annual % change)
6755,FM.ASC.GOVT.CN,"Net domestic credit to government, flow (current LCU)"
6756,FM.ASC.GOVT.ZS,"Claims on governments, etc. as % of M2 (annual % change)"
6757,FM.ASC.NCGV.CN,"Claims on central government, flow (current LCU)"
6758,FM.ASC.NFGD.CN,"Total assets, flow (current LCU)"
6759,FM.ASC.NFRG.CN,"Net foreign assets, flow (current LCU)"
6760,FM.ASC.NFRG.ZS,Net foreign assets as % of M2 (annual % change)
6761,FM.ASC.OFFO.CN,"Claims on other official entities, flow (current LCU)"
6762,FM.ASC.OFIN.CN,"Claims on nonmonetary financial institutions, flow (current LCU)"
6763,FM.ASC.PRVT.ZS,Claims on private sector as % of M2 (annual % change)
6764,FM.ASC.TOTP.CN,"Claims on private sector and other financial institutions, flow (current LCU)"
6765,FM.AST.CGOV.ZG.M3,Claims on central government (annual growth as % of broad money)
6766,FM.AST.DOMO.CN,"Net domestic credit to private sector, stock (current LCU)"
6767,FM.AST.DOMO.ZG.M3,Claims on other sectors of the domestic economy (annual growth as % of broad money)
6768,FM.AST.DOMS.CN,Net domestic credit (current LCU)
6769,FM.AST.GOVT.CN,Claims on governments and other public entities (current LCU)
6770,FM.AST.GOVT.CN.ZS,Claims on governments and other public entities (% of GDP)
6771,FM.AST.GOVT.ZG.M2,"Claims on governments, etc. (annual growth as % of M2)"
6772,FM.AST.NCGV.CN,Claims on central government (current LCU)
6773,FM.AST.NFGD.CN,Total assets (current LCU)
6774,FM.AST.NFRG.CD,Net foreign assets (current US$)
6775,FM.AST.NFRG.CN,Net foreign assets (current LCU)
6776,FM.AST.OFFO.CN,"Net domestic credit to other official entities, stock (current LCU)"
6777,FM.AST.OFIN.CN,"Net domestic credit to other private financial institutions, stock (current LCU)"
6778,FM.AST.PRVT.CN,Banking survey: claims on private sector (net) (current LCU)
6779,FM.AST.PRVT.GD.ZS,Monetary Sector credit to private sector (% GDP)
6780,FM.AST.PRVT.ZG.M2,Claims on private sector (annual growth as % of M2)
6781,FM.AST.PRVT.ZG.M3,Claims on private sector (annual growth as % of broad money)
6782,FM.AST.PUBL.CN,Claims on governments and other public entities (current LCU)
6783,FM.AST.PUBL.ZG.M2,"Claims on governments, etc. (annual growth as % of M2)"
6784,FM.AST.TOTP.CN,"Net domestic credit to rest of economy, stock (current LCU)"
6785,FM.LBC.MQMY.CN,"Money and quasi money (M2), flow (current LCU)"
6786,FM.LBC.XMQM.CN,"Other liabilities excluding M2, flow (current LCU)"
6787,FM.LBL.BMNY.CN,Broad money (current LCU)
6788,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP)
6789,FM.LBL.BMNY.IR.ZS,Broad money to total reserves ratio
6790,FM.LBL.BMNY.ZG,Broad money growth (annual %)
6791,FM.LBL.DDPT.CN,Demand Deposits (local)
6792,FM.LBL.MONY.CN,Money (current LCU)
6793,FM.LBL.MQMY.CN,Money and quasi money (M2) (current LCU)
6794,FM.LBL.MQMY.CN.WB,"Money Supply, Broadly Defined (local)"
6795,FM.LBL.MQMY.GD.ZS,Money and quasi money (M2) as % of GDP
6796,FM.LBL.MQMY.GDP.ZS,Money and quasi money (M2) as % of GDP
6797,FM.LBL.MQMY.IR.ZS,Money and quasi money (M2) to total reserves ratio
6798,FM.LBL.MQMY.XD,Income velocity of money (GDP/M2)
6799,FM.LBL.MQMY.ZG,Money and quasi money growth (annual %)
6800,FM.LBL.NBNK.CN,Currency Ouside Banks (local)
6801,FM.LBL.QMNY.CN,Quasi money (current LCU)
6802,FM.LBL.QMNY.CN.WB,Quasi-Monetary Liabilities (local)
6803,FM.LBL.QMNY.GDP.ZS,Quasi-liquid liabilities (% of GDP)
6804,FM.LBL.SEIG.GDP.ZS,Seignorage (% of GDP)
6805,FM.LBL.XMQM.CN,Other liabilities excluding M2 (current LCU)
6806,FN.CRED.AGR.TOTL,"Total Credit by Sector: Agriculture (province level, in IDR Million)"
6807,FN.CRED.BUS.TOTL,"Total Credit by Sector: Business (province level, in IDR Million)"
6808,FN.CRED.CNSP.TOTL,"Total Credit by Utilization: Consumption (province level, in IDR Million)"
6809,FN.CRED.CNST.TOTL,"Total Credit by Sector: Construction (province level, in IDR Million)"
6810,FN.CRED.INVS.TOTL,"Total credit by Utilization: Investment (province level, in IDR Million)"
6811,FN.CRED.MINQ.TOTL,"Total Credit by Sector: Mining and Quarrying (province level, in IDR Million)"
6812,FN.CRED.MNF.TOTL,"Total Credit by Sector: Manufacture (province level, in IDR Million)"
6813,FN.CRED.SRV.OTHR.TOTL,"Total Credit by Sector: Other Services (province level, in IDR Million)"
6814,FN.CRED.SRV.SOCL.TOTL,"Total Credit by Sector: Social Services (province level, in IDR Million)"
6815,FN.CRED.TRAD.TOTL,"Total Credit by Sector: Trade (province level, in IDR Million)"
6816,FN.CRED.TRAN.TOTL,"Total Credit by Sector: Transportation (province level, in IDR Million)"
6817,FN.CRED.UTL.TOTL,"Total Credit by Sector: Utilities (province level, in IDR Million)"
6818,FN.CRED.WCAP.TOTL,"Total Credit by Utilization: Working Capital (province level, in IDR Million)"
6819,FN.DPST.TOTL,"Total Deposits (province level, in IDR Million)"
6820,FN.INR.CBIR,Central bank intervention rate (%)
6821,FN.LOAN.CBK.TOTL,"Total Commercial and Rural Banks Loans Rupiah and Foreign Currency (province level, in IDR Million)"
6822,FP.CPI.TOTL,Consumer price index (2010 = 100)
6823,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)"
6824,FP.FPI.TOTL,Food price index (2000 = 100)
6825,FP.FPI.TOTL.ZG,"Inflation, food prices (annual %)"
6826,FP.WPI.TOTL,Wholesale price index (2010 = 100)
6827,FP.WPI.TOTL.ZG,"Inflation, wholesale prices (annual %)"
6828,FR.INR.DPST,Deposit interest rate (%)
6829,FR.INR.DPST.DP,Real deposit interest rate (%)
6830,FR.INR.GBND,Bond interest rate (%)
6831,FR.INR.IMPL,"International interest rate, implicit (%)"
6832,FR.INR.LEND,Lending interest rate (%)
6833,FR.INR.LEND.DPST.DF,Interest rate spread (lending rate minus deposit)
6834,FR.INR.LEND.LIBOR3.DF,Interest rate spread (lending rate minus LIBOR)
6835,FR.INR.LNDP,"Interest rate spread (lending rate minus deposit rate, %)"
6836,FR.INR.LNLB,"Interest rate spread (lending rate minus LIBOR, %)"
6837,FR.INR.MMKT,Money market rate (%)
6838,FR.INR.RINR,Real interest rate (%)
6839,FR.INR.RISK,"Risk premium on lending (lending rate minus treasury bill rate, %)"
6840,FR.INR.TDPT,Time deposits interest rate (%)
6841,FR.INR.TDPT.RL,Real interest on time deposit (%)
6842,FR.INR.USA.LIBOR3,LIBOR rate (%)
6843,FS.AST.CGOV.GD.ZS,"Claims on central government, etc. (% GDP)"
6844,FS.AST.DOMO.GD.ZS,Claims on other sectors of the domestic economy (% of GDP)
6845,FS.AST.DOMS.GD.ZS,Domestic credit provided by financial sector (% of GDP)
6846,FS.AST.DTOT.ZS,Domestic credit provided by banking sector (% of GDP)
6847,FS.AST.PRVT.CN,Banking survey: claims on private sector (current LCU)
6848,FS.AST.PRVT.GD.ZS,Domestic credit to private sector (% of GDP)
6849,FS.AST.PRVT.GDP.ZS,Credit to private sector (% of GDP)
6850,FS.LBL.LIQU.GD.ZS,Liquid liabilities (M3) as % of GDP
6851,FS.LBL.LIQU.GDP.ZS,Liquid liabilities (M3) as % of GDP
6852,FS.LBL.QLIQ.GD.ZS,Quasi-liquid liabilities (% of GDP)
6853,FS.XPC.DDPT.CN,Demand deposits (current LCU)
6854,FS.XPC.TDPT.CN,Time deposits (current LCU)
6855,FX.OWN.TOTL.40.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)"
6856,FX.OWN.TOTL.60.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)"
6857,FX.OWN.TOTL.FE.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)"
6858,FX.OWN.TOTL.MA.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)"
6859,FX.OWN.TOTL.OL.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)"
6860,FX.OWN.TOTL.PL.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)"
6861,FX.OWN.TOTL.SO.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)"
6862,FX.OWN.TOTL.YG.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)"
6863,FX.OWN.TOTL.ZS,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+)
6864,GB.AMA.ABRD.CN,Adjustments to foreign scheduled principal repayments (current LCU)
6865,GB.BAL.CIGR.CN,"Current budget balance, including grants (current LCU)"
6866,GB.BAL.OVRL.CN,"Overall budget balance, including grants (current LCU)"
6867,GB.BAL.OVRL.GD.ZS,"Overall budget balance, including grants (% of GDP)"
6868,GB.BAL.OVRL.GDP.ZS,"Overall budget deficit, including grants (% of GDP)"
6869,GB.BAL.OVRX.CN,"Overall surplus/deficit, excluding current grants (current LCU)"
6870,GB.BAL.OVXG.CN,"Overall surplus/deficit, excluding all grants (current LCU)"
6871,GB.BAL.XINT.CN,"Primary balance, excluding interest (current LCU)"
6872,GB.DOD.DMSY.CN,"Central government debt, monetary system credit (current LCU)"
6873,GB.DOD.DNMS.CN,"Central government debt, other domestic (current LCU)"
6874,GB.DOD.FRGN.CD,"External debt, end year (current US$)"
6875,GB.DOD.FRGN.CN,"External debt, end year (current LCU)"
6876,GB.DOD.TOTL.CN,Total government debt (current LCU)
6877,GB.DOD.TOTL.GD.ZS,"Central government debt, total (% of GDP)"
6878,GB.DOD.TOTL.GDP.ZS,"Central government debt, total (% of GDP)"
6879,GB.DTA.DOMS.CN,Central government arrears on domestic debt (current LCU)
6880,GB.DTA.FRGN.CN,Central government arrears on external debt (current LCU)
6881,GB.FIN.ABRD.CN,"External borrowing, net (current LCU)"
6882,GB.FIN.ABRD.GD.ZS,Financing from abroad (% of GDP)
6883,GB.FIN.ABRD.GDP.ZS,Financing from abroad (% of GDP)
6884,GB.FIN.DMSY.CN,"Domestic financing, monetary system credit (current LCU)"
6885,GB.FIN.DNMS.CN,Other domestic borrowing (current LCU)
6886,GB.FIN.DOMS.CN,"Domestic financing, total (current LCU)"
6887,GB.FIN.DOMS.GD.ZS,"Domestic financing, total (% of GDP)"
6888,GB.FIN.DOMS.GDP.ZS,Domestic finanacing (% of GDP)
6889,GB.FIN.IKFR.CN,"Financing, including external capital grants (current LCU)"
6890,GB.GRT.CTOT.CN,Total current grants (current LCU)
6891,GB.GRT.KFRN.CN,External capital grants (current LCU)
6892,GB.GRT.TOTL.CN,Grants (local currency)
6893,GB.INT.DECT.RV.ZS,Interest payments (% of current revenue)
6894,GB.NTX.CIGR.CN,Nontax receipts (current LCU)
6895,GB.NTX.TOTL.RV.ZS,Nontax revenue (% of current revenue)
6896,GB.NTX.TOTL.ZS,Nontax revenue (% of current revenue)
6897,GB.REV.CTOT.CN,"Current revenue, excluding grants (current LCU)"
6898,GB.REV.CTOT.GD.ZS,"Current revenue, excluding grants (% of GDP)"
6899,GB.REV.IGRT.CN,Total revenue including current grants (current LCU)
6900,GB.REV.TOTL.CN,Current revenue (local currency)
6901,GB.REV.TOTL.GDP.ZS,Current revenue (% of GDP)
6902,GB.REV.XAGT.CN,Central government revenue excluding all grants  (current LCU)
6903,GB.REV.XAGT.CN.ZS,"Central government revenues, excluding all grants (% of GDP)"
6904,GB.RVC.IGRT.CN,Total currrent revenues  including current grants (current LCU)
6905,GB.RVC.TOTL.CN,"Current revenue, excluding grants (current LCU)"
6906,GB.RVC.TOTL.GD.ZS,"Current revenue, excluding grants (% of GDP)"
6907,GB.RVK.TOTL.CN,Capital revenue (current LCU)
6908,GB.SOE.DECT.ZS,SOE external debt (% of GDP)
6909,GB.SOE.DOMS.ZS,"State-owned enterprises, credit (% of gross domestic credit)"
6910,GB.SOE.ECON.GD.ZS,"State-owned enterprises, economic activity (% of GDP)"
6911,GB.SOE.ECON.GDP.ZS,SOE economic activity (% of GDP)
6912,GB.SOE.EMPL.ZS,"State-owned enterprises, employment (% of total)"
6913,GB.SOE.GDIV.ZS,"State-owned enterprises, investment (% of GDI)"
6914,GB.SOE.NFLW.GD.ZS,"State-owned enterprises, net financial flows from government (% of GDP)"
6915,GB.SOE.NFLW.GDP.ZS,SOE net financial flows from government (% of GDP)
6916,GB.SOE.OVRL.GD.ZS,"State-owned enterprises, overall balance before transfers (% of GDP)"
6917,GB.SOE.OVRL.GDP.ZS,SOE overall balance before transfers (% of total)
6918,GB.SOE.PRVZ.CD,Privatization proceeds (current US$)
6919,GB.TAX.CMAR.ZS,"Highest marginal tax rate, corporate rate (%)"
6920,GB.TAX.DRCT.CN,Direct taxes (current LCU)
6921,GB.TAX.EXPT.BX.ZS,Export duties (% of exports)
6922,GB.TAX.EXPT.ZS,Export duties (% of tax revenue)
6923,GB.TAX.GSRV.CN,"Taxes on goods and services, GB (current LCU)"
6924,GB.TAX.GSRV.NAGR.ZS,Taxes on goods and services (% value added of industry and srv.)
6925,GB.TAX.GSRV.RV.ZS,Taxes on goods and services (% of current revenue)
6926,GB.TAX.GSRV.VA.ZS,Taxes on goods and services (% value added of industry and services)
6927,GB.TAX.GSRV.ZS,Taxes on goods and services (% of current revenue)
6928,GB.TAX.IDRT.CN,Indirect taxes less subsidies (current LCU)
6929,GB.TAX.IMAR.CD,"Highest marginal tax rate, individual (on income exceeding, US$)"
6930,GB.TAX.IMAR.ZS,"Highest marginal tax rate, individual rate (%)"
6931,GB.TAX.IMPT.BM.ZS,Import duties (% of imports)
6932,GB.TAX.IMPT.ZS,Import duties (% of tax revenue)
6933,GB.TAX.INCM.ZS,"Income, profit, and capital gains taxes (% of current revenue)"
6934,GB.TAX.INTT.CN,"Taxes on international trade, GB (current LCU)"
6935,GB.TAX.INTT.RV.ZS,Taxes on international trade (% of current revenue)
6936,GB.TAX.INTT.ZS,Taxes on international trade (% of current revenue)
6937,GB.TAX.OTHR.RV.ZS,Other taxes (% of current revenue)
6938,GB.TAX.OTHR.ZS,Other taxes (% of current revenue)
6939,GB.TAX.SSEC.RV.ZS,Social security taxes (% of current revenue)
6940,GB.TAX.SSEC.ZS,Social security taxes (% of current revenue)
6941,GB.TAX.TOTL.CN,Tax revenue (current LCU)
6942,GB.TAX.TOTL.GD.ZS,Tax revenue (% of GDP)
6943,GB.TAX.TOTL.GDP.ZS,Tax revenue (% of GDP)
6944,GB.TAX.YPKG.RV.ZS,"Taxes on income, profits and capital gains (% of current revenue)"
6945,GB.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)"
6946,GB.TDS.ABRD.CN,Adjustments to foreign scheduled debt service (current LCU)
6947,GB.TDS.FRGN.CN,"Central government debt service, external (current LCU)"
6948,GB.XPC.GSRV.CN,Government consumption (current LCU)
6949,GB.XPC.GSRV.ZS,Goods and services expenditure (% of total expenditure)
6950,GB.XPC.INTD.CN,Interest on domestic debt (current LCU)
6951,GB.XPC.INTE.CN,Interest on external debt (current LCU)
6952,GB.XPC.INTP.REV.ZS,Interest payment (% of current revenue)
6953,GB.XPC.INTP.ZS,Interest payments (% of total expenditure)
6954,GB.XPC.SUBS.CN,"Subsidies (GFS, current LCU)"
6955,GB.XPC.TOTL.CN,"Current expenditure, total (current LCU)"
6956,GB.XPC.TRFO.CN,Other current transfers (current LCU)
6957,GB.XPC.TRFT.ZS,Subsidies and other current transfers (% of total expenditure)
6958,GB.XPC.WAGE.CN,Wages and salaries (current LCU)
6959,GB.XPC.WAGE.ZS,Wages and salaries (% of total expenditure)
6960,GB.XPD.DEFN.CN,Defense expenditure (current LCU)
6961,GB.XPD.DEFN.GDP.ZS,Defense expenditure (% of GDP)
6962,GB.XPD.INLD.CN,Total expenditure and net lending (current LCU)
6963,GB.XPD.RD.GNP.ZS,Expenditures for research and development (% of GNP)
6964,GB.XPD.RSDV.GD.ZS,Research and development expenditure (% of GDP)
6965,GB.XPD.RSDV.GN.ZS,Research and development expenditure (% of GNI)
6966,GB.XPD.TOTL.CN,"Expenditure, total (current LCU)"
6967,GB.XPD.TOTL.GD.ZS,"Expenditure, total (% of GDP)"
6968,GB.XPD.TOTL.GDP.ZS,Total expenditure (% of GDP)
6969,GB.XPK.INLD.CN,Total capital expenditure and net lending (current LCU)
6970,GB.XPK.RINV.CN,Budgetary investment (current LCU)
6971,GB.XPK.TOTL.CN,Capital expenditure (current LCU)
6972,GB.XPK.TOTL.ZS,Capital expenditure (% of total expenditure)
6973,GB.XPL.TRNL.CN,Capital transfers (current LCU)
6974,GC.AST.TOTL.CN,Net acquisition of financial assets (current LCU)
6975,GC.AST.TOTL.GD.ZS,Net acquisition of financial assets (% of GDP)
6976,GC.BAL.CASH.CD,"Fiscal balance, cash surplus/deficit (current US$)"
6977,GC.BAL.CASH.CN,Cash surplus/deficit (current LCU)
6978,GC.BAL.CASH.GD.ZS,Cash surplus/deficit (% of GDP)
6979,GC.BAL.CIGR.CN,Government Current Budget Balance (local)
6980,GC.BAL.CURI.CN,Gov. Current Budget Balance (+C&K Grants)(Local)
6981,GC.BAL.OVRL.CN,Government Deficit (-) or Surplus (local)
6982,GC.DOD.TOTL.CN,"Central government debt, total (current LCU)"
6983,GC.DOD.TOTL.GD.ZS,"Central government debt, total (% of GDP)"
6984,GC.EKL.TOTL.CN,Gov. Capital Payments (+Net lend.)(Local)
6985,GC.EXC.TOTL.CN,Gov. Current Expenditure (Local)
6986,GC.FIN.DOMS.CN,"Net incurrence of liabilities, domestic (current LCU)"
6987,GC.FIN.DOMS.GD.ZS,"Net incurrence of liabilities, domestic (% of GDP)"
6988,GC.FIN.FRGN.CN,"Net incurrence of liabilities, foreign (current LCU)"
6989,GC.FIN.FRGN.GD.ZS,"Net incurrence of liabilities, foreign (% of GDP)"
6990,GC.LBL.TOTL.CN,"Net incurrence of liabilities, total (current LCU)"
6991,GC.LBL.TOTL.GD.ZS,"Net incurrence of liabilities, total (% of GDP)"
6992,GC.NFN.TOTL.CN,Net investment in nonfinancial assets (current LCU)
6993,GC.NFN.TOTL.GD.ZS,Net investment in nonfinancial assets (% of GDP)
6994,GC.NLD.TOTL.CN,Net lending (+) / net borrowing (-) (current LCU)
6995,GC.NLD.TOTL.GD.ZS,Net lending (+) / net borrowing (-) (% of GDP)
6996,GC.REV.CIGR.CN,Government Current Revenue (local)
6997,GC.REV.GOTR.CN,Grants and other revenue (current LCU)
6998,GC.REV.GOTR.ZS,Grants and other revenue (% of revenue)
6999,GC.REV.KTOT.CN,Government Capital Receipts (local)
7000,GC.REV.SOCL.CN,Social contributions (current LCU)
7001,GC.REV.SOCL.ZS,Social contributions (% of revenue)
7002,GC.REV.TOTL.CD,Total revenue (current US$)
7003,GC.REV.TOTL.CN,Total revenue (current LCU)
7004,GC.REV.XGRT.CD,"Revenue, excluding grants (current US$)"
7005,GC.REV.XGRT.CN,"Revenue, excluding grants (current LCU)"
7006,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)"
7007,GC.RVG.CURI.CN,Gov. Current Revenue (+C&K Grants)(Local)
7008,GC.RVK.TOTL.CN,Gov. Capital Receipts (Local)
7009,GC.TAX.EXPT.CN,Taxes on exports (current LCU)
7010,GC.TAX.EXPT.ZS,Taxes on exports (% of tax revenue)
7011,GC.TAX.GSRV.CN,Taxes on goods and services (current LCU)
7012,GC.TAX.GSRV.RV.ZS,Taxes on goods and services (% of revenue)
7013,GC.TAX.GSRV.VA.ZS,Taxes on goods and services (% value added of industry and services)
7014,GC.TAX.IMPT.CN,Customs and other import duties (current LCU)
7015,GC.TAX.IMPT.ZS,Customs and other import duties (% of tax revenue)
7016,GC.TAX.INTT.CN,Taxes on international trade (current LCU)
7017,GC.TAX.INTT.RV.ZS,Taxes on international trade (% of revenue)
7018,GC.TAX.OTHR.CN,Other taxes (current LCU)
7019,GC.TAX.OTHR.RV.ZS,Other taxes (% of revenue)
7020,GC.TAX.TOTL.CN,Tax revenue (current LCU)
7021,GC.TAX.TOTL.GD.ZS,Tax revenue (% of GDP)
7022,GC.TAX.YPKG.CN,"Taxes on income, profits and capital gains (current LCU)"
7023,GC.TAX.YPKG.RV.ZS,"Taxes on income, profits and capital gains (% of revenue)"
7024,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)"
7025,GC.XPC.TOTL.CN,Government Current Expenditure (local)
7026,GC.XPK.INLD.CN,Government Capital Payments (local)
7027,GC.XPN.COMP.CN,Compensation of employees (current LCU)
7028,GC.XPN.COMP.ZS,Compensation of employees (% of expense)
7029,GC.XPN.GSRV.CN,Goods and services expense (current LCU)
7030,GC.XPN.GSRV.ZS,Goods and services expense (% of expense)
7031,GC.XPN.INTP.CN,Interest payments (current LCU)
7032,GC.XPN.INTP.RV.ZS,Interest payments (% of revenue)
7033,GC.XPN.INTP.ZS,Interest payments (% of expense)
7034,GC.XPN.OTHR.CN,Other expense (current LCU)
7035,GC.XPN.OTHR.ZS,Other expense (% of expense)
7036,GC.XPN.TOTL.CD,Expense (current US$)
7037,GC.XPN.TOTL.CN,Expense (current LCU)
7038,GC.XPN.TOTL.GD.ZS,Expense (% of GDP)
7039,GC.XPN.TRFT.CN,Subsidies and other transfers (current LCU)
7040,GC.XPN.TRFT.ZS,Subsidies and other transfers (% of expense)
7041,GCI.10THPILLAR.XQ,10th pillar: Market size
7042,GCI.11THPILLAR.XQ,11th pillar: Business sophistication
7043,GCI.12THPILLAR.XQ,12th pillar: Innovation
7044,GCI.1STPILLAR.XQ,1st pillar: Institutions
7045,GCI.2NDPILLAR.XQ,2nd pillar: Infrastructure
7046,GCI.3RDPILLAR.XQ,3rd pillar: Macroeconomic stability
7047,GCI.4THPILLAR.XQ,4th pllar: Health and primary education
7048,GCI.5THPILLAR.XQ,5th pillar: Higher education and training
7049,GCI.6THPILLAR.XQ,6th pillar: Goods market efficiency
7050,GCI.7THPILLAR.XQ,7th pillar: Labor market efficiency
7051,GCI.8THPILLAR.XQ,8th pillar: Financial market sophistication
7052,GCI.9THPILLAR.XQ,9th pillar: Techonological readiness
7053,GCI.INDEX.XQ,Global Competitiveness Index (GCI)
7054,GCI.PILLAR11TO12.XQ,Innovation and sophistication factors (weighted index 11th pillar to 12 th pillar)
7055,GCI.PILLAR1TO4.XQ,Basic requirements (weighted index 1st pillar to 4th pillar)
7056,GCI.PILLAR5TO10.XQ,Efficiency enhancers (weighted index 5th to 10th pillar)
7057,GCI.RANK.XQ,Global Competitive Index (GCI) rank
7058,GE.EST,Government Effectiveness: Estimate
7059,GE.NO.SRC,Government Effectiveness: Number of Sources
7060,GE.PER.RNK,Government Effectiveness: Percentile Rank
7061,GE.PER.RNK.LOWER,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval"
7062,GE.PER.RNK.UPPER,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval"
7063,GE.STD.ERR,Government Effectiveness: Standard Error
7064,GF.XPD.BUDG.ZS,Primary government expenditures as a proportion of original approved budget (%)
7065,GFDD.AI.01,"Bank accounts per 1,000 adults"
7066,GFDD.AI.02,"Bank branches per 100,000 adults "
7067,GFDD.AI.03,Firms with a bank loan or line of credit (%)
7068,GFDD.AI.04,Small firms with a bank loan or line of credit (%)
7069,GFDD.AI.05,Account at a formal financial institution (% age 15+)
7070,GFDD.AI.06,Saved at a financial institution in the past year (% age 15+)
7071,GFDD.AI.07,Loan from a financial institution in the past year (% age 15+)
7072,GFDD.AI.08,Account used for business purposes (% age 15+)
7073,GFDD.AI.09,Account used to receive government payments (% age 15+)
7074,GFDD.AI.10,Account used to receive remittances (% age 15+)
7075,GFDD.AI.11,Account used to receive wages (% age 15+)
7076,GFDD.AI.12,Saved any money in the past year (% age 15+)
7077,GFDD.AI.13,Saved using a savings club in the past year (% age 15+)
7078,GFDD.AI.14,Loan in the past year (% age 15+)
7079,GFDD.AI.15,Loan from a private lender in the past year (% age 15+)
7080,GFDD.AI.16,Loan from an employer in the past year (% age 15+)
7081,GFDD.AI.17,Loan through store credit in the past year (% age 15+)
7082,GFDD.AI.18,Loan from family or friends in the past year (% age 15+)
7083,GFDD.AI.19,Checks used to make payments (% age 15+)
7084,GFDD.AI.20,Credit card (% age 15+)
7085,GFDD.AI.21,Debit card (% age 15+)
7086,GFDD.AI.22,Electronic payments used to make payments (% age 15+)
7087,GFDD.AI.23,Mobile phone used to pay bills (% age 15+)
7088,GFDD.AI.24,Mobile phone used to send money (% age 15+)
7089,GFDD.AI.25,"ATMs per 100,000 adults"
7090,GFDD.AI.26,Depositing/withdrawing at least once in a typical month (% age 15+)
7091,GFDD.AI.27,Firms with a checking or savings account (%)
7092,GFDD.AI.28,Firms using banks to finance investments (%)
7093,GFDD.AI.29,Firms using banks to finance working capital (%)
7094,GFDD.AI.30,Loans requiring collateral (%)
7095,GFDD.AI.31,Value of collateral needed for a loan (% of the loan amount)
7096,GFDD.AI.32,Firms not needing a loan (%)
7097,GFDD.AI.33,Firms whose recent loan application was rejected (%)
7098,GFDD.AI.34,Investments financed by banks (%)
7099,GFDD.AI.35,Working capital financed by banks (%)
7100,GFDD.AI.36,Firms identifying access to finance as a major constraint (%)
7101,GFDD.AM.01,Value traded excluding top 10 traded companies to total value traded (%)
7102,GFDD.AM.02,Market capitalization excluding top 10 companies to total market capitalization (%)
7103,GFDD.AM.03,Nonfinancial corporate bonds to total bonds and notes outstanding (%)
7104,GFDD.DI.01,Private credit by deposit money banks to GDP (%)
7105,GFDD.DI.02,Deposit money banks'' assets to GDP (%)
7106,GFDD.DI.03,Nonbank financial institutions’ assets to GDP (%)
7107,GFDD.DI.04,Deposit money bank assets to deposit money bank assets and central bank assets (%)
7108,GFDD.DI.05,Liquid liabilities to GDP (%)
